index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
19389,40,5,1,0,0,1037,1,0,2,4,4,0,0,0,3,0
19390,12,7,2,1,0,819,1,0,2,3,5,1,0,0,3,0
19391,30,0,1,0,0,1523,0,0,2,19,5,1,0,0,3,0
19392,11,8,2,1,0,2687,0,0,0,3,5,0,0,0,3,1
19393,30,1,1,1,0,1645,1,0,1,14,6,0,0,0,3,0
19394,21,4,1,2,0,916,0,0,0,29,3,2,20,3,1,1
19395,16,1,1,1,0,3955,1,0,0,16,3,1,0,0,3,0
19396,38,1,1,1,0,3910,0,0,2,19,5,5,0,0,3,0
19397,26,1,1,3,0,1307,0,0,2,5,5,3,0,0,3,0
19398,31,9,1,1,0,3224,1,0,2,29,4,1,0,0,3,0
19399,37,4,1,2,0,5453,1,0,0,11,4,0,0,0,3,0
19400,32,1,1,0,0,1727,0,0,2,10,5,2,0,0,3,0
19401,25,1,1,3,0,940,1,0,2,12,4,1,0,0,3,0
19402,8,8,2,0,0,1030,1,0,0,13,4,1,0,0,3,0
19403,16,10,1,0,0,1225,0,0,0,4,1,0,0,0,3,1
19404,22,0,1,1,0,634,0,0,2,19,5,1,0,0,3,0
19405,23,9,1,1,0,2849,0,0,0,27,7,8,0,0,3,0
19406,20,9,2,2,0,1660,1,0,0,13,4,0,285,12,1,0
19407,17,1,1,1,0,1186,1,1,0,5,3,1,332,1,0,0
19408,19,4,1,2,0,1329,0,0,0,15,9,1,0,0,3,0
19409,28,0,2,1,0,2603,1,0,0,19,9,0,0,0,3,1
19410,13,1,1,0,0,2514,0,0,0,6,3,0,134,3,0,0
19411,30,4,1,0,0,1522,0,0,0,6,8,2,183,6,0,0
19412,38,7,1,1,0,916,0,0,0,12,7,3,0,0,3,0
19413,31,9,1,1,0,918,0,0,0,18,7,7,0,0,3,0
19414,23,7,1,0,0,916,1,0,0,16,6,10,0,0,3,0
19415,41,0,0,1,0,1552,0,0,0,11,7,3,0,0,3,0
19416,37,0,1,1,0,1055,1,0,2,29,4,24,0,0,3,0
19417,15,1,1,0,0,3689,1,0,0,19,3,2,0,0,3,0
19418,27,0,1,1,0,2351,1,0,0,29,3,0,0,0,3,0
19419,9,1,2,1,0,1400,1,0,0,14,3,1,0,0,3,0
19420,24,4,1,1,0,959,1,0,2,13,4,7,0,0,3,0
19421,17,1,0,1,1,904,0,1,2,19,5,3,0,0,3,0
19422,32,3,0,0,0,1036,1,0,0,20,6,0,0,0,3,0
19423,32,3,1,1,0,950,1,0,2,4,5,0,0,0,3,0
19424,11,1,2,1,0,855,0,0,0,16,6,0,0,0,3,0
19425,31,5,1,1,0,1909,1,1,0,7,4,0,298,2,1,0
19426,36,3,1,0,0,4053,0,1,0,24,6,6,0,0,3,0
19427,1,8,2,3,0,976,0,0,0,13,7,0,0,0,3,0
19428,28,1,1,0,0,1790,0,0,0,5,7,0,0,0,3,1
19429,23,4,2,1,0,5388,1,0,0,11,4,1,0,0,3,0
19430,24,4,1,2,0,1070,0,0,0,25,7,9,0,0,3,0
19431,41,5,1,1,0,7089,0,0,0,12,7,1,0,0,3,0
19432,34,11,1,3,0,2484,0,0,0,3,7,0,0,0,3,0
19433,31,1,1,0,0,4189,0,0,0,25,7,3,0,0,3,0
19434,17,9,1,1,0,2617,1,0,2,1,5,2,0,0,3,0
19435,18,9,2,1,0,916,0,0,0,7,6,0,0,0,3,0
19436,11,9,1,1,0,1698,1,0,2,15,4,0,0,0,3,0
19437,18,9,1,1,0,1000,1,0,2,19,4,0,0,0,3,0
19438,13,9,2,1,0,1590,1,1,2,2,5,2,0,0,3,0
19439,12,9,2,1,0,789,0,0,0,6,7,2,0,0,3,0
19440,32,3,1,1,0,1304,0,0,0,10,2,1,0,0,3,1
19441,23,0,2,1,0,916,0,0,1,24,6,1,0,0,3,0
19442,7,8,2,1,0,2860,0,0,0,23,5,3,382,1,0,1
19443,12,9,2,1,0,1079,1,0,0,16,10,2,0,0,3,0
19444,24,7,1,1,0,5827,0,1,0,19,10,1,0,0,3,0
19445,22,4,1,2,0,6592,0,0,2,19,5,2,0,0,3,0
19446,5,7,2,1,0,1786,0,0,0,28,11,0,173,4,2,1
19447,30,6,1,1,0,1800,1,0,0,30,6,1,0,0,3,0
19448,22,1,1,1,0,496,1,0,2,27,4,2,0,0,3,0
19449,23,7,1,1,0,1757,1,0,0,6,6,1,0,0,3,0
19450,28,7,1,2,0,1390,0,0,2,8,5,1,0,0,3,0
19451,14,6,1,1,0,1133,1,1,0,14,6,4,0,0,3,0
19452,8,0,2,1,0,1190,0,0,0,0,3,2,0,0,3,1
19453,26,9,2,1,0,1281,1,0,2,7,4,1,0,0,3,0
19454,26,4,1,2,0,916,1,1,0,17,10,0,0,0,3,0
19455,31,4,1,2,0,1003,0,0,0,28,0,0,0,0,3,0
19456,10,7,2,1,0,3830,1,0,0,16,3,0,0,0,3,0
19457,5,9,2,3,0,1230,0,0,0,29,3,0,0,0,3,0
19458,23,9,1,1,0,1479,1,0,0,12,7,3,0,0,3,0
19459,21,4,2,2,0,1136,1,0,2,7,4,1,0,0,3,0
19460,28,6,0,2,0,937,0,0,0,29,6,1,0,0,3,1
19461,15,4,2,2,0,5277,0,0,0,3,10,0,0,0,3,0
19462,14,8,2,2,0,2054,0,0,0,3,4,2,80,3,2,1
19463,27,1,0,0,0,847,1,0,0,12,4,1,0,0,3,0
19464,23,1,1,1,0,1349,1,0,0,15,3,0,0,0,3,0
19465,14,0,1,1,0,1263,1,0,0,30,6,12,0,0,3,0
19466,14,4,1,2,0,3065,1,0,0,21,7,3,0,0,3,0
19467,9,1,1,1,0,1944,1,1,0,13,4,0,326,1,0,0
19468,13,10,2,1,0,1498,1,0,0,4,5,1,0,0,3,1
19469,32,9,1,2,0,3465,0,0,0,11,4,0,384,2,2,0
19470,27,7,1,1,0,6374,1,0,2,14,4,0,0,0,3,0
19471,61,5,1,1,0,1825,0,0,0,24,8,0,92,1,1,0
19472,19,9,2,2,0,4513,0,0,0,5,3,1,135,1,0,1
19473,24,1,0,0,0,944,1,0,2,4,4,2,0,0,3,0
19474,31,7,0,1,0,916,1,1,2,4,4,0,0,0,3,0
19475,18,4,2,2,0,1727,0,0,0,5,2,0,0,0,3,1
19476,21,1,1,0,0,3172,1,0,0,14,4,0,0,0,3,0
19477,16,4,1,1,0,916,0,0,0,1,1,0,0,0,3,0
19478,17,9,1,1,0,1639,0,0,0,1,1,0,0,0,3,0
19479,15,3,2,1,0,1034,0,0,0,28,0,0,0,0,3,0
19480,3,8,2,1,0,5855,0,0,0,13,7,2,124,7,1,0
19481,19,0,1,1,0,923,1,0,0,26,4,6,102,1,1,0
19482,16,9,2,1,0,6978,1,0,0,17,10,0,0,0,3,0
19483,34,9,1,2,0,2321,1,1,2,29,4,0,0,0,3,0
19484,26,0,1,1,0,1990,1,0,0,10,6,1,0,0,3,1
19485,8,8,2,1,0,1290,0,0,1,11,7,1,0,0,3,0
19486,15,0,0,1,0,1336,1,0,1,5,1,1,0,0,3,0
19487,32,1,1,0,0,1022,0,0,0,11,7,1,0,0,3,0
19488,35,6,1,2,0,2044,0,0,2,10,5,0,0,0,3,0
19489,15,0,2,1,0,2738,1,0,0,20,10,1,0,0,3,0
19490,15,4,2,2,0,1052,1,1,2,19,4,5,0,0,3,0
19491,37,9,1,3,0,1490,1,0,0,28,0,1,0,0,3,0
19492,24,0,1,1,0,526,1,0,0,10,4,0,305,4,0,0
19493,32,1,0,0,0,2542,1,0,0,13,4,0,0,0,3,0
19494,31,4,1,2,0,916,0,0,0,5,7,1,0,0,3,0
19495,12,4,2,2,0,918,1,1,0,12,4,7,0,0,3,0
19496,23,9,2,2,0,2559,1,0,0,3,1,0,181,6,2,1
19497,37,7,0,1,0,1007,0,0,2,4,4,0,0,0,3,0
19498,22,0,1,1,0,916,1,1,0,16,10,0,0,0,3,0
19499,25,0,1,1,0,899,1,0,0,21,6,0,0,0,3,0
19500,27,9,1,3,0,1802,1,0,0,12,9,1,39,1,0,0
19501,15,1,2,1,0,5677,1,0,2,1,5,2,0,0,3,0
19502,13,4,2,2,0,1221,1,0,2,27,4,13,0,0,3,0
19503,17,2,1,1,0,2225,1,0,0,17,10,2,0,0,3,0
19504,6,9,2,1,0,2287,1,1,0,6,4,1,0,0,3,0
19505,28,9,1,1,0,1415,1,0,0,30,6,9,0,0,3,0
19506,9,4,1,2,0,1061,0,0,0,28,0,0,0,0,3,0
19507,19,4,2,2,0,951,1,0,0,17,6,2,0,0,3,0
19508,29,9,1,1,0,1209,0,0,0,2,2,0,0,0,3,1
19509,13,10,0,2,0,1672,0,0,0,19,6,1,0,0,3,1
19510,20,4,0,2,0,1630,1,0,0,6,3,1,0,0,3,0
19511,15,4,2,2,0,1353,1,0,0,20,10,0,176,4,1,0
19512,9,8,2,1,0,1454,0,0,0,17,11,3,194,2,2,1
19513,30,4,1,2,1,916,1,0,0,30,6,3,0,0,3,0
19514,8,7,2,1,0,1514,1,0,0,4,1,1,269,1,1,0
19515,21,7,2,1,0,916,1,1,0,19,3,3,0,0,3,0
19516,9,10,2,0,0,2004,0,0,0,2,1,0,0,0,3,0
19517,18,0,1,1,0,3163,1,0,0,14,4,2,295,1,0,0
19518,27,1,1,1,0,6529,0,0,0,3,4,1,0,0,3,1
19519,14,4,1,2,0,1393,1,0,1,17,4,5,175,5,0,0
19520,23,9,1,1,0,916,0,0,0,21,7,1,0,0,3,0
19521,18,0,2,1,0,1031,0,0,0,3,4,2,88,1,0,0
19522,12,4,2,2,0,290,0,0,0,11,7,1,0,0,3,0
19523,14,0,1,1,0,964,1,0,0,27,6,2,0,0,3,0
19524,31,1,1,1,0,2742,1,0,0,7,6,0,0,0,3,0
19525,28,6,2,1,0,1945,0,0,0,16,10,1,0,0,3,0
19526,30,9,1,2,0,1564,0,0,0,13,7,1,0,0,3,0
19527,37,5,1,0,0,916,1,1,0,12,7,1,0,0,3,0
19528,17,1,2,1,0,916,1,0,0,15,3,0,0,0,3,0
19529,8,0,2,1,0,1497,1,1,2,3,5,2,0,0,3,0
19530,28,0,1,1,0,2709,0,0,0,10,7,1,0,0,3,0
19531,26,9,2,1,0,1209,1,0,0,7,4,1,355,1,0,0
19532,31,0,1,1,0,3010,0,0,0,7,7,2,0,0,3,0
19533,33,1,1,0,0,916,0,0,0,19,10,0,0,0,3,0
19534,42,7,1,3,0,1048,1,0,2,14,4,0,0,0,3,0
19535,12,7,2,1,0,1497,1,0,0,14,4,0,351,1,1,0
19536,31,2,1,2,0,5126,1,0,0,20,10,0,0,0,3,0
19537,16,2,2,1,0,916,1,1,2,20,4,1,0,0,3,0
19538,17,0,0,1,0,916,0,1,0,13,6,1,0,0,3,0
19539,14,1,1,1,0,1921,0,0,0,11,4,0,0,0,3,0
19540,32,9,0,1,0,916,0,0,0,28,8,0,117,2,0,1
19541,58,5,1,2,0,916,0,0,1,3,1,2,166,1,0,0
19542,44,5,1,2,0,3417,1,0,0,13,8,0,213,7,2,1
19543,31,1,1,0,0,684,0,1,0,10,7,1,0,0,3,0
19544,16,1,1,1,0,1500,1,0,0,17,6,1,0,0,3,0
19545,26,9,2,1,0,3277,1,0,2,29,4,0,0,0,3,0
19546,20,9,2,1,0,1241,0,0,0,2,1,5,193,2,1,0
19547,16,1,2,1,1,550,1,0,2,22,4,1,0,0,3,0
19548,17,1,2,2,0,2734,0,0,0,13,9,1,0,0,3,0
19549,23,4,2,2,0,1396,1,0,2,14,4,1,0,0,3,0
19550,30,4,2,2,0,4351,1,1,0,17,10,1,0,0,3,0
19551,12,0,1,1,0,2502,1,0,0,17,10,3,0,0,3,0
19552,39,0,1,1,0,1283,0,0,1,15,10,1,0,0,3,0
19553,15,9,1,2,0,916,1,1,0,27,7,5,0,0,3,0
19554,18,9,1,1,0,2641,1,1,2,27,4,0,0,0,3,0
19555,18,1,0,1,0,3672,0,0,0,11,1,0,179,1,2,0
19556,23,9,1,1,0,916,0,0,0,19,7,2,0,0,3,0
19557,17,4,1,2,0,954,0,0,0,25,7,7,0,0,3,0
19558,15,9,1,1,0,2843,0,0,0,26,7,9,0,0,3,0
19559,18,4,1,2,0,5626,1,1,0,20,10,3,0,0,3,0
19560,23,4,1,2,0,2048,0,0,2,14,4,3,0,0,3,0
19561,16,1,1,0,0,5781,1,0,2,25,4,3,0,0,3,0
19562,32,9,1,1,0,4205,1,0,2,5,5,1,0,0,3,0
19563,26,9,0,1,0,1725,1,0,2,14,4,3,0,0,3,0
19564,16,1,1,0,0,915,1,0,0,17,4,5,352,1,1,1
19565,35,6,1,2,0,4957,1,0,0,28,6,3,0,0,3,0
19566,15,1,1,1,0,5137,1,0,0,17,4,8,360,2,0,0
19567,44,3,1,2,0,2442,0,0,0,14,9,1,181,1,2,1
19568,16,0,1,2,0,953,0,0,0,5,1,0,0,0,3,0
19569,20,4,2,2,0,5633,1,0,0,14,3,4,142,9,0,1
19570,38,4,0,2,0,2935,0,0,0,5,4,0,88,5,2,0
19571,38,4,1,2,0,910,0,0,1,30,6,15,0,0,3,0
19572,10,1,2,1,0,708,1,0,0,14,4,2,356,2,0,0
19573,17,9,0,1,0,822,1,0,2,25,4,1,0,0,3,0
19574,16,1,2,1,0,936,1,1,0,17,10,1,0,0,3,0
19575,23,4,1,2,0,721,0,1,0,19,10,0,0,0,3,0
19576,19,10,2,1,0,1359,0,0,0,28,0,0,0,0,3,1
19577,30,9,1,2,0,932,0,0,0,28,7,1,0,0,3,0
19578,45,5,1,1,0,3588,0,0,0,22,5,0,0,0,3,0
19579,6,1,1,1,0,1989,1,0,2,2,5,1,0,0,3,0
19580,20,1,1,1,0,1129,1,0,2,15,5,14,0,0,3,0
19581,13,8,2,3,0,1904,0,0,0,3,11,4,188,11,1,0
19582,39,1,0,0,0,3897,0,0,2,15,5,5,0,0,3,0
19583,35,7,1,1,0,917,0,0,0,21,7,9,0,0,3,0
19584,41,4,1,1,0,1687,0,0,1,12,4,1,367,3,0,0
19585,18,2,1,1,0,929,1,0,0,19,3,2,0,0,3,0
19586,19,7,0,1,0,991,1,0,0,13,4,0,0,0,3,0
19587,15,7,2,1,0,1688,1,0,0,28,0,1,256,3,2,0
19588,19,7,1,1,0,1728,1,1,0,10,4,1,0,0,3,0
19589,9,6,2,2,0,917,1,0,0,22,6,3,0,0,3,0
19590,42,9,1,0,0,4694,1,0,0,3,1,0,248,1,0,0
19591,14,4,2,2,0,1223,0,0,0,24,0,0,198,3,2,0
19592,28,9,0,1,0,1303,1,1,0,2,3,0,0,0,3,0
19593,23,7,0,1,0,5477,1,1,0,4,4,0,166,3,0,0
19594,19,9,2,1,0,2503,1,0,0,8,3,4,312,3,1,0
19595,32,9,1,2,0,1008,0,1,0,6,6,0,0,0,3,0
19596,33,0,0,1,0,1436,0,1,0,9,6,0,0,0,3,0
19597,29,1,2,0,0,1049,1,0,0,13,4,0,327,3,1,0
19598,21,2,1,1,0,1072,0,1,2,16,5,1,0,0,3,0
19599,16,1,1,0,0,1419,1,0,2,25,4,1,0,0,3,0
19600,48,5,1,0,0,1122,0,0,0,8,1,0,0,0,3,1
19601,19,7,0,1,0,2388,1,0,0,2,1,2,0,0,3,0
19602,21,1,1,1,0,2283,0,0,2,11,5,0,0,0,3,0
19603,21,6,2,2,0,1833,1,0,0,4,1,1,255,1,0,0
19604,28,6,2,2,0,2838,1,0,2,14,4,2,0,0,3,0
19605,18,1,1,1,0,1298,1,0,0,5,3,0,0,0,3,0
19606,19,4,1,2,0,1081,0,0,0,23,7,0,80,1,1,0
19607,12,0,2,1,0,2389,1,0,0,19,3,0,0,0,3,0
19608,12,7,1,1,0,4502,1,0,0,19,10,0,0,0,3,1
19609,15,1,0,1,0,1660,1,0,0,20,10,2,0,0,3,0
19610,14,0,2,1,0,1478,1,0,2,27,4,5,0,0,3,0
19611,28,1,1,1,0,916,1,0,2,28,4,1,0,0,3,0
19612,16,1,1,0,0,1347,1,0,0,14,4,0,0,0,3,0
19613,29,1,1,1,0,2041,1,0,0,28,0,0,0,0,3,1
19614,19,0,2,1,0,932,0,0,2,23,5,0,0,0,3,0
19615,15,4,2,2,0,1237,0,0,0,21,7,1,0,0,3,0
19616,22,1,1,0,0,1093,1,1,1,20,6,3,0,0,3,0
19617,8,1,2,1,0,585,0,1,2,3,6,0,0,0,3,0
19618,20,1,0,0,0,916,1,0,0,12,4,1,0,0,3,1
19619,37,2,0,0,0,945,0,0,2,15,5,0,0,0,3,0
19620,9,1,2,1,0,1451,0,0,0,12,4,0,84,3,2,1
19621,4,8,2,3,0,4064,0,0,0,9,7,0,0,0,3,0
19622,15,4,1,2,0,916,1,0,0,17,10,0,0,0,3,0
19623,39,2,1,1,0,1842,0,0,2,16,5,2,0,0,3,0
19624,31,1,2,0,1,8,1,0,0,17,10,0,0,0,3,0
19625,15,1,2,0,0,1008,1,0,2,8,4,0,0,0,3,0
19626,23,1,1,1,0,1706,1,0,0,5,3,0,0,0,3,0
19627,16,1,1,0,0,810,1,0,2,26,4,0,0,0,3,0
19628,58,5,0,0,0,3539,0,0,0,22,3,4,181,2,2,0
19629,22,7,1,1,0,1029,1,0,2,3,5,0,0,0,3,0
19630,39,4,1,2,0,1389,0,0,0,0,5,0,0,0,3,1
19631,23,1,1,1,0,5091,1,0,0,2,3,0,0,0,3,0
19632,8,1,2,1,0,1750,0,0,0,25,1,0,0,0,3,0
19633,20,9,2,1,0,1371,1,0,2,19,5,4,0,0,3,0
19634,11,4,2,2,0,1182,0,0,0,11,7,0,182,1,0,0
19635,28,1,1,1,0,3015,1,0,2,13,4,0,0,0,3,0
19636,8,1,2,0,0,2452,0,1,0,27,6,2,0,0,3,0
19637,18,0,1,1,0,1814,0,0,0,14,6,4,0,0,3,0
19638,25,1,1,0,0,789,1,0,2,26,4,2,0,0,3,0
19639,41,5,1,0,0,1384,1,0,1,7,6,0,0,0,3,0
19640,20,1,2,1,0,916,0,0,0,26,9,0,72,3,0,1
19641,47,5,1,2,0,2069,0,0,0,2,1,0,0,0,3,0
19642,24,3,1,0,0,4713,1,0,0,21,6,0,0,0,3,0
19643,41,5,1,1,0,916,0,0,0,27,7,6,0,0,3,0
19644,27,1,1,1,0,658,1,0,1,19,3,4,0,0,3,0
19645,34,11,1,0,0,1463,0,0,2,5,5,1,0,0,3,0
19646,51,5,1,1,0,3341,0,0,0,7,6,2,0,0,3,1
19647,24,0,2,1,0,1252,1,0,2,3,5,1,0,0,3,0
19648,12,9,2,2,0,916,0,0,0,21,7,1,0,0,3,0
19649,21,6,1,1,0,947,1,0,2,22,4,3,0,0,3,0
19650,10,4,2,2,0,1236,1,0,0,29,3,0,0,0,3,0
19651,17,10,2,0,0,984,0,0,0,2,6,0,0,0,3,1
19652,17,9,1,1,0,1429,1,0,0,17,6,0,0,0,3,0
19653,33,4,1,2,0,651,1,0,2,19,5,3,0,0,3,0
19654,32,4,0,2,0,1620,1,0,2,7,4,1,0,0,3,0
19655,30,5,1,1,0,983,0,0,1,13,6,1,0,0,3,0
19656,18,4,2,2,0,1431,1,0,0,20,10,6,0,0,3,0
19657,29,6,1,2,0,916,0,0,1,20,10,0,0,0,3,0
19658,36,1,1,0,0,900,0,1,1,7,6,1,0,0,3,0
19659,15,4,1,2,0,2686,0,0,0,25,4,0,100,1,2,0
19660,41,5,1,3,0,1056,0,1,2,2,6,0,0,0,3,0
19661,13,7,1,1,0,591,1,0,2,27,4,0,0,0,3,0
19662,21,1,1,0,0,1474,1,0,2,21,6,0,486,3,0,0
19663,46,5,1,1,0,2286,0,0,0,11,7,0,0,0,3,0
19664,25,1,1,1,0,916,0,0,2,5,4,0,0,0,3,0
19665,21,4,1,2,0,1484,1,1,2,29,4,2,0,0,3,0
19666,17,9,1,2,0,938,0,0,0,10,7,0,0,0,3,0
19667,35,1,1,0,0,1486,0,0,0,19,7,3,0,0,3,0
19668,22,3,0,0,0,3464,1,0,2,13,4,2,0,0,3,0
19669,21,9,1,2,0,99,1,0,0,29,6,8,0,0,3,0
19670,21,4,1,2,0,2941,1,0,2,16,5,0,0,0,3,0
19671,22,9,1,1,0,916,1,0,0,16,10,1,193,1,0,0
19672,28,9,1,1,0,3366,0,0,0,25,4,0,0,0,3,0
19673,20,10,0,1,0,1105,1,1,0,20,6,1,0,0,3,0
19674,22,9,1,1,0,975,1,0,2,29,5,2,0,0,3,0
19675,14,1,1,1,0,954,1,0,2,22,4,4,0,0,3,0
19676,8,9,2,1,0,5062,0,0,0,18,9,1,89,3,1,0
19677,12,4,2,2,0,1418,0,0,0,10,9,2,92,6,2,1
19678,28,2,2,2,0,2326,1,0,1,12,4,4,172,9,0,0
19679,13,9,1,1,0,612,0,1,0,19,7,2,0,0,3,0
19680,31,9,1,1,0,3605,0,0,0,12,7,3,0,0,3,0
19681,12,9,1,1,0,1490,0,0,0,12,7,3,0,0,3,0
19682,25,7,1,1,0,915,1,0,0,14,4,0,308,2,0,0
19683,17,4,2,2,0,6138,0,0,0,6,8,0,0,0,3,1
19684,38,1,1,0,0,831,1,1,2,25,4,0,0,0,3,0
19685,13,3,1,2,0,3081,1,0,1,11,4,5,255,18,1,0
19686,13,7,1,1,0,1309,0,0,0,13,6,1,0,0,3,0
19687,23,4,1,2,0,4589,1,0,0,20,10,1,0,0,3,0
19688,30,2,1,2,1,530,0,0,0,30,6,3,0,0,3,1
19689,9,0,1,1,0,916,1,1,0,17,4,4,0,0,3,0
19690,27,4,1,2,0,1765,0,0,2,12,4,0,0,0,3,0
19691,30,4,1,3,0,6126,0,0,0,19,10,0,0,0,3,0
19692,35,4,0,1,0,1341,0,0,0,14,6,2,0,0,3,0
19693,6,8,2,1,0,2714,0,0,0,10,9,0,92,2,2,1
19694,18,1,1,1,0,1844,0,0,0,16,3,2,0,0,3,0
19695,3,8,2,2,0,3604,1,0,0,17,4,1,351,2,0,0
19696,12,4,2,2,0,1128,1,0,0,19,10,1,0,0,3,0
19697,38,7,0,1,0,2263,0,1,2,3,6,1,0,0,3,0
19698,20,4,1,2,0,2398,1,1,0,20,6,0,0,0,3,0
19699,38,6,1,1,0,2453,0,0,0,27,7,13,0,0,3,0
19700,21,0,0,1,0,999,1,0,0,29,6,5,0,0,3,0
19701,28,9,1,1,0,1856,0,0,0,4,7,1,0,0,3,1
19702,38,2,1,1,0,1112,0,0,0,18,10,2,0,0,3,0
19703,29,1,1,0,0,1101,0,0,0,14,6,4,0,0,3,0
19704,34,4,1,1,0,4105,0,0,0,6,6,1,0,0,3,0
19705,27,1,1,0,0,1719,1,0,0,3,4,3,0,0,3,1
19706,17,9,1,1,0,5392,1,0,0,5,3,2,133,7,0,0
19707,27,7,1,1,0,1675,1,0,2,1,5,1,0,0,3,0
19708,41,10,1,1,0,2142,0,0,0,5,1,2,0,0,3,0
19709,24,4,1,2,0,1393,1,0,2,4,5,2,0,0,3,0
19710,22,2,0,1,0,2163,1,0,0,1,1,1,0,0,3,0
19711,32,4,2,3,0,2193,0,0,0,3,4,0,0,0,3,0
19712,8,7,2,1,1,916,0,1,0,21,6,9,0,0,3,0
19713,17,0,1,1,0,985,1,1,2,5,4,1,0,0,3,0
19714,9,1,2,1,0,1981,1,1,2,3,5,0,0,0,3,0
19715,13,9,1,1,0,377,1,0,0,6,7,1,0,0,3,0
19716,17,4,2,2,0,916,0,0,0,17,7,4,0,0,3,0
19717,19,9,2,1,0,919,1,0,0,7,7,4,0,0,3,0
19718,21,1,1,1,0,1177,0,0,0,3,4,3,0,0,3,1
19719,32,0,0,1,0,1091,0,0,0,21,6,2,0,0,3,0
19720,35,0,2,1,0,1207,0,0,2,22,6,0,0,0,3,0
19721,8,1,2,0,0,1451,1,0,2,8,5,36,0,0,3,0
19722,20,4,1,2,0,1511,1,0,0,17,10,0,0,0,3,0
19723,27,3,1,0,0,5991,0,0,0,12,7,1,0,0,3,0
19724,23,1,1,0,0,1354,0,0,0,4,1,0,0,0,3,0
19725,39,4,1,2,0,2736,1,0,0,1,10,1,0,0,3,0
19726,13,9,2,1,0,916,1,0,0,5,4,2,0,0,3,0
19727,24,4,1,2,0,2121,0,0,1,7,8,1,0,0,3,1
19728,10,0,1,1,0,7044,1,0,2,27,4,2,0,0,3,0
19729,12,9,2,1,0,807,1,0,0,14,4,1,294,2,1,0
19730,24,6,1,1,0,1273,0,0,0,21,7,3,0,0,3,0
19731,31,2,1,0,0,1115,0,0,2,12,4,1,0,0,3,0
19732,25,7,0,1,0,1122,1,0,2,13,4,0,0,0,3,0
19733,17,9,0,1,0,3657,1,0,0,1,5,3,93,2,0,0
19734,25,4,0,2,0,4011,1,0,2,26,4,1,0,0,3,0
19735,38,4,1,2,0,5839,1,0,0,16,10,0,0,0,3,0
19736,39,5,1,1,0,1634,0,0,0,2,5,0,0,0,3,0
19737,21,4,0,2,0,2231,1,0,0,18,10,3,123,1,0,0
19738,18,7,1,1,0,938,1,0,0,5,4,1,0,0,3,0
19739,10,7,2,1,0,961,1,0,2,15,4,0,0,0,3,0
19740,30,7,0,1,0,1277,0,0,0,16,10,0,0,0,3,0
19741,12,9,2,1,0,1781,0,0,0,3,1,0,0,0,3,0
19742,7,1,2,0,0,628,1,0,1,12,4,1,0,0,3,0
19743,41,5,1,0,0,1059,1,0,2,18,5,0,0,0,3,0
19744,19,2,1,2,0,1752,1,0,2,26,4,1,0,0,3,0
19745,18,3,1,0,0,994,1,0,1,29,6,8,0,0,3,1
19746,11,4,2,2,0,1284,1,0,2,22,4,0,0,0,3,0
19747,6,0,2,2,0,855,0,0,0,10,2,3,0,0,3,1
19748,39,7,1,1,0,1113,0,0,2,15,5,0,0,0,3,0
19749,33,4,1,2,0,916,0,0,2,6,5,0,0,0,3,1
19750,30,1,0,1,0,1518,1,0,2,11,4,0,0,0,3,0
19751,13,1,1,0,0,1145,0,0,1,7,6,1,0,0,3,0
19752,19,0,2,1,0,1225,1,0,0,14,4,2,0,0,3,0
19753,26,0,1,1,0,1167,0,1,1,27,6,2,0,0,3,0
19754,15,4,1,2,0,4130,0,0,0,19,10,0,0,0,3,1
19755,17,9,2,1,0,1060,0,0,0,21,6,1,0,0,3,0
19756,25,9,1,1,0,1052,0,0,0,24,7,6,0,0,3,1
19757,35,2,1,1,0,1027,1,0,2,14,4,1,0,0,3,0
19758,31,10,1,2,0,1293,0,0,0,21,4,0,56,2,0,0
19759,21,3,1,2,0,1156,1,0,2,15,5,24,0,0,3,0
19760,21,9,1,1,0,1910,0,0,0,4,1,0,238,1,0,0
19761,18,1,1,1,0,916,1,0,1,7,4,1,167,2,0,0
19762,9,1,2,0,0,1293,0,0,0,18,1,1,0,0,3,1
19763,27,9,1,1,0,4275,1,0,2,29,4,1,0,0,3,0
19764,19,1,1,1,0,2246,0,0,0,29,3,0,0,0,3,1
19765,13,4,2,2,0,1307,1,0,0,11,7,2,0,0,3,0
19766,32,9,1,1,0,1019,1,0,0,2,1,3,264,6,0,0
19767,14,0,0,1,0,870,0,1,0,17,6,3,0,0,3,1
19768,25,4,1,0,0,6206,1,0,1,18,10,1,181,2,0,0
19769,27,3,1,1,0,4592,0,0,0,29,8,0,38,1,2,0
19770,16,9,0,2,0,982,0,1,0,18,7,1,0,0,3,0
19771,13,1,2,1,0,5387,1,0,0,10,4,0,0,0,3,0
19772,12,4,1,2,0,1018,1,0,0,4,3,6,417,3,1,1
19773,8,0,2,1,0,2291,1,0,0,16,3,1,0,0,3,0
19774,20,1,2,2,0,934,0,0,2,16,5,4,0,0,3,0
19775,19,1,1,0,0,1022,1,0,0,24,7,0,389,13,0,1
19776,14,1,1,0,0,1390,1,0,0,19,3,0,0,0,3,0
19777,29,4,1,1,0,21,1,1,0,11,7,1,0,0,3,0
19778,27,7,1,1,0,2097,1,0,0,6,7,2,0,0,3,0
